================ Training Loss (Tue Apr 13 14:46:10 2021) ================
(epoch: 1, iters: 1600, time: 0.006, data: 8.758) D_A: 0.274 G_A: 0.896 cycle_A: 0.508 idt_A: 0.000 D_B: 0.256 G_B: 0.582 cycle_B: 0.440 idt_B: 0.000 sem_AB: 0.000 sem_BA: 0.000 CLS: 1.973 
(epoch: 1, iters: 3200, time: 0.006, data: 0.000) D_A: 0.134 G_A: 1.704 cycle_A: 0.440 idt_A: 0.000 D_B: 2.490 G_B: 5.663 cycle_B: 0.429 idt_B: 0.000 sem_AB: 0.000 sem_BA: 0.000 CLS: 1.802 
(epoch: 1, iters: 4800, time: 0.006, data: 0.001) D_A: 0.090 G_A: 2.175 cycle_A: 0.429 idt_A: 0.000 D_B: 0.915 G_B: 2.115 cycle_B: 0.408 idt_B: 0.000 sem_AB: 0.000 sem_BA: 0.000 CLS: 1.528 
(epoch: 1, iters: 6400, time: 0.006, data: 0.001) D_A: 0.181 G_A: 0.372 cycle_A: 0.401 idt_A: 0.000 D_B: 0.129 G_B: 0.422 cycle_B: 0.421 idt_B: 0.000 sem_AB: 0.000 sem_BA: 0.000 CLS: 1.745 
(epoch: 1, iters: 8000, time: 0.006, data: 0.000) D_A: 0.153 G_A: 0.635 cycle_A: 0.399 idt_A: 0.000 D_B: 0.434 G_B: 0.598 cycle_B: 0.372 idt_B: 0.000 sem_AB: 0.000 sem_BA: 0.000 CLS: 1.550 
(epoch: 2, iters: 768, time: 0.006, data: 0.001) D_A: 0.065 G_A: 1.317 cycle_A: 0.368 idt_A: 0.000 D_B: 0.171 G_B: 0.493 cycle_B: 0.341 idt_B: 0.000 sem_AB: 0.000 sem_BA: 0.000 CLS: 1.512 
(epoch: 2, iters: 2368, time: 0.006, data: 0.001) D_A: 0.070 G_A: 0.949 cycle_A: 0.345 idt_A: 0.000 D_B: 0.171 G_B: 0.219 cycle_B: 0.305 idt_B: 0.000 sem_AB: 0.000 sem_BA: 0.000 CLS: 1.643 
(epoch: 2, iters: 3968, time: 0.006, data: 0.001) D_A: 0.089 G_A: 1.772 cycle_A: 0.314 idt_A: 0.000 D_B: 0.173 G_B: 0.872 cycle_B: 0.283 idt_B: 0.000 sem_AB: 0.000 sem_BA: 0.000 CLS: 1.759 
(epoch: 2, iters: 5568, time: 0.006, data: 0.001) D_A: 0.089 G_A: 1.248 cycle_A: 0.291 idt_A: 0.000 D_B: 0.243 G_B: 0.563 cycle_B: 0.246 idt_B: 0.000 sem_AB: 0.000 sem_BA: 0.000 CLS: 1.666 
(epoch: 2, iters: 7168, time: 0.006, data: 0.000) D_A: 0.079 G_A: 1.206 cycle_A: 0.305 idt_A: 0.000 D_B: 0.099 G_B: 0.611 cycle_B: 0.242 idt_B: 0.000 sem_AB: 0.000 sem_BA: 0.000 CLS: 1.782 
(epoch: 2, iters: 8768, time: 0.006, data: 0.001) D_A: 0.083 G_A: 0.886 cycle_A: 0.244 idt_A: 0.000 D_B: 0.135 G_B: 0.164 cycle_B: 0.211 idt_B: 0.000 sem_AB: 0.000 sem_BA: 0.000 CLS: 1.544 
